0.056,-0.200
-0.550,0.018
-1.262,-1.089
-1.700,-0.824
-2.145,-0.310
-2.554,-0.292
-3.259,-1.213
-3.685,-1.114
-4.012,1.868
-4.541,2.221
-5.216,0.607
-5.669,0.138
-6.099,1.894
-6.480,1.563
-7.283,0.108
-7.661,0.020
-7.324,-0.884
-7.971,-0.444
-8.767,-0.274
-9.407,0.085
-9.528,0.326
-10.121,0.222
-10.853,0.844
-11.528,0.249
-11.782,3.690
-12.256,3.520
-13.159,3.337
-13.678,3.221
-13.838,3.737
-14.488,3.774
-15.241,3.251
-15.683,2.806
-15.705,0.198
-16.178,1.183
-17.001,0.995
-17.529,1.406
-17.823,1.076
-18.402,2.472
-19.072,1.671
-19.594,1.825
-19.910,5.144
-20.383,5.496
-21.165,3.820
-21.632,4.336
-21.973,4.562
-22.594,4.803
-23.216,4.618
-23.746,3.626
-23.452,2.664
-24.120,3.359
-25.015,3.603
-25.663,3.358
-25.767,4.016
-26.266,3.890
-27.213,4.059
-27.884,3.683
-28.207,7.969
-28.851,7.377
-29.668,6.520
-30.265,5.711
-30.614,7.353
-31.118,7.194
-32.001,6.580
-32.535,7.015
0.081,4.711
-0.385,5.079
-1.182,4.746
-1.697,4.408
-2.045,4.718
-2.553,4.315
-3.126,4.396
-3.576,4.028
-3.971,6.944
-4.279,6.858
-5.148,5.553
-5.599,5.550
-6.065,7.110
-6.388,6.757
-7.127,5.785
-7.608,5.489
-7.343,4.177
-7.869,4.542
-8.682,4.915
-9.283,5.306
-9.539,5.505
-9.988,5.489
-10.812,6.335
-11.448,5.948
-11.738,9.054
-12.267,8.992
-13.027,8.839
-13.474,8.564
-13.918,9.387
-14.300,9.628
-15.100,8.074
-15.661,8.061
-15.587,5.901
-16.242,6.685
-16.998,6.804
-17.474,6.567
-17.739,6.138
-18.302,7.446
-19.091,7.455
-19.543,7.643
-19.791,11.240
-20.358,10.523
-21.020,10.247
-21.564,10.254
-21.991,10.475
-22.437,10.688
-23.090,10.234
-23.600,9.917
-23.340,7.446
-24.041,9.008
-24.935,8.801
-25.511,8.825
-25.706,9.263
-26.461,9.250
-27.210,9.621
-27.709,9.670
-28.108,13.083
-28.739,13.147
-29.551,11.819
-30.236,12.228
-30.485,13.105
-31.075,11.991
-31.739,11.698
-32.497,11.659
0.416,13.504
-0.019,13.847
-0.656,13.061
-1.095,12.248
-1.694,13.088
-2.093,14.085
-2.675,13.090
-3.154,12.226
-3.466,15.292
-3.882,15.075
-4.593,14.220
-4.974,13.589
-5.623,15.198
-6.000,15.733
-6.619,14.758
-7.034,13.138
-6.974,14.851
-7.536,15.022
-8.275,14.884
-8.869,14.612
-9.085,15.290
-9.693,14.528
-10.367,15.168
-10.851,15.042
-11.279,18.500
-11.797,17.924
-12.466,17.265
-12.983,17.051
-13.457,18.372
-13.952,18.021
-14.673,17.629
-15.120,16.495
-15.232,15.468
-15.681,16.444
-16.322,16.005
-16.983,16.067
-17.254,16.338
-17.845,16.899
-18.386,16.667
-18.890,17.220
-19.286,20.569
-19.838,19.810
-20.496,18.925
-20.864,18.911
-21.465,20.102
-21.955,19.736
-22.541,19.434
-23.083,18.381
-23.054,18.843
-23.622,19.057
-24.503,19.520
-25.021,19.580
-25.215,19.021
-25.826,19.759
-26.537,19.984
-27.145,20.186
-27.615,23.373
-28.084,23.037
-28.953,21.760
-29.470,21.899
-30.003,23.813
-30.474,22.907
-31.261,22.918
-31.691,21.799
0.520,20.944
0.113,21.138
-0.660,20.584
-1.092,20.442
-1.593,20.979
-1.969,21.103
-2.674,20.689
-3.131,20.467
-3.376,23.140
-3.844,22.416
-4.568,22.005
-4.906,21.676
-5.582,22.787
-5.928,22.391
-6.596,21.522
-6.996,21.531
-6.946,21.487
-7.550,21.311
-8.260,23.078
-8.759,22.415
-9.135,21.543
-9.654,22.662
-10.283,22.516
-10.879,22.685
-11.157,25.731
-11.757,24.903
-12.475,25.535
-12.904,25.077
-13.338,25.277
-13.919,25.656
-14.440,25.178
-15.052,24.201
-15.180,23.189
-15.730,23.856
-16.347,23.309
-16.837,24.799
-17.271,23.752
-17.817,24.313
-18.388,24.170
-18.998,24.381
-19.255,26.584
-19.737,27.376
-20.534,27.300
-20.900,25.902
-21.394,27.309
-21.842,27.226
-22.436,26.646
-22.969,26.839
-23.010,26.456
-23.640,26.604
-24.322,27.809
-24.980,27.276
-25.146,26.558
-25.813,27.375
-26.605,26.816
-27.067,26.976
-27.555,30.511
-28.091,30.631
-28.760,30.681
-29.373,29.817
-29.807,31.536
-30.419,30.363
-31.093,30.618
-31.695,30.027
0.082,22.201
-0.181,22.740
-0.953,21.238
-1.470,21.637
-1.880,22.528
-2.297,22.207
-3.078,21.491
-3.525,21.731
-3.774,24.325
-4.197,24.487
-5.061,23.663
-5.435,23.359
-5.840,24.534
-6.322,23.992
-6.895,23.046
-7.454,22.562
-7.134,22.030
-7.729,22.866
-8.505,22.635
-9.192,22.387
-9.315,23.187
-10.026,23.183
-10.629,23.771
-11.153,23.364
-11.544,26.486
-12.086,26.525
-12.907,26.589
-13.384,25.848
-13.731,26.856
-14.335,27.161
-14.866,26.475
-15.347,26.683
-15.425,23.366
-16.149,25.463
-16.751,24.405
-17.365,25.202
-17.387,24.799
-18.092,25.343
-18.782,24.586
-19.366,25.037
-19.665,28.904
-20.156,27.945
-20.886,28.104
-21.445,28.029
-21.750,28.991
-22.265,29.142
-22.957,28.212
-23.424,27.995
-23.236,26.622
-23.835,27.568
-24.702,27.162
-25.366,27.551
-25.359,27.784
-26.175,27.641
-26.839,27.995
-27.520,28.041
-27.855,31.552
-28.509,31.953
-29.435,30.735
-29.858,30.275
-30.357,32.998
-30.758,32.046
-31.589,31.767
-32.211,31.442
0.346,28.644
-0.181,28.404
-0.988,26.810
-1.450,27.630
-1.754,27.587
-2.239,28.352
-2.974,27.098
-3.383,27.068
-3.752,30.065
-4.210,30.182
-4.889,29.122
-5.339,28.603
-5.820,29.293
-6.190,29.316
-6.925,28.763
-7.227,28.222
-7.016,27.287
-7.654,27.489
-8.525,29.212
-9.038,28.703
-9.221,28.449
-9.864,29.157
-10.473,29.526
-11.108,29.003
-11.557,32.329
-11.978,31.975
-12.726,32.046
-13.214,31.399
-13.581,33.178
-14.146,32.573
-14.875,31.729
-15.342,31.910
-15.458,29.320
-15.962,30.439
-16.608,29.455
-17.140,30.103
-17.537,30.344
-18.052,30.535
-18.756,30.509
-19.332,30.463
-19.534,34.302
-20.023,34.425
-20.729,33.874
-21.172,34.250
-21.682,34.875
-22.105,34.192
-22.835,33.945
-23.370,33.430
-23.169,31.038
-23.861,32.603
-24.649,32.936
-25.246,32.888
-25.463,33.338
-25.936,33.417
-26.853,34.091
-27.450,33.617
-27.731,37.279
-28.476,37.164
-29.137,36.990
-29.766,37.162
-30.005,38.132
-30.736,37.985
-31.450,38.492
-32.110,37.330
0.717,35.966
0.129,36.786
-0.378,35.464
-0.926,35.883
-1.446,36.186
-1.856,36.294
-2.516,36.105
-2.920,36.169
-3.337,38.066
-3.721,38.372
-4.418,36.995
-4.844,36.728
-5.382,38.748
-5.787,37.930
-6.530,36.623
-6.786,36.267
-6.737,37.855
-7.309,37.656
-8.045,38.223
-8.673,37.959
-8.922,38.076
-9.461,38.515
-10.138,38.714
-10.627,38.927
-11.121,41.928
-11.576,41.092
-12.296,41.122
-12.811,40.187
-13.237,41.496
-13.726,40.956
-14.280,40.832
-14.822,40.399
-14.985,39.271
-15.435,40.049
-16.049,39.962
-16.731,39.794
-17.140,39.959
-17.603,40.897
-18.212,39.615
-18.659,40.135
-19.050,42.953
-19.646,42.899
-20.304,43.008
-20.698,42.575
-21.169,43.818
-21.668,43.377
-22.302,42.793
-22.849,42.575
-22.706,42.901
-23.305,43.083
-24.107,43.332
-24.684,43.135
-24.916,43.655
-25.601,43.684
-26.269,44.810
-26.871,44.080
-27.324,47.309
-27.843,47.360
-28.536,46.606
-29.182,46.166
-29.600,47.748
-30.148,47.205
-30.761,48.027
-31.395,47.565
0.740,43.850
0.275,43.418
-0.410,43.260
-0.806,43.453
-1.331,43.799
-1.813,44.714
-2.464,42.826
-2.831,43.028
-3.237,45.448
-3.710,45.884
-4.319,45.245
-4.716,44.931
-5.324,45.394
-5.695,45.554
-6.329,45.515
-6.789,44.198
-6.805,44.968
-7.432,45.386
-8.100,46.055
-8.657,45.344
-8.937,45.054
-9.488,45.712
-10.129,45.842
-10.576,46.427
-11.079,48.542
-11.577,48.683
-12.265,48.489
-12.749,47.941
-13.101,48.812
-13.721,48.971
-14.251,48.965
-14.722,47.817
-15.075,46.867
-15.535,46.839
-16.174,46.990
-16.645,48.236
-17.026,47.293
-17.693,47.521
-18.138,48.424
-18.766,47.545
-19.124,51.374
-19.483,51.689
-20.101,50.467
-20.640,51.347
-21.115,51.136
-21.696,51.152
-22.231,50.471
-22.687,50.761
-22.780,50.409
-23.434,50.277
-24.112,51.241
-24.678,51.598
-24.923,51.371
-25.525,51.833
-26.067,51.977
-26.863,52.226
-27.131,55.439
-27.792,55.030
-28.485,55.563
-29.058,55.011
-29.431,55.584
-30.011,55.781
-30.546,56.439
-31.227,55.687
0.352,47.715
-0.120,47.674
-0.910,47.275
-1.403,46.878
-1.720,47.660
-2.166,47.609
-2.936,46.974
-3.380,47.104
-3.636,50.036
-4.083,49.535
-4.917,49.118
-5.236,48.760
-5.797,49.849
-6.226,49.560
-6.880,48.400
-7.356,48.482
-6.996,47.430
-7.618,48.482
-8.469,48.298
-9.036,49.117
-9.206,48.394
-9.836,49.066
-10.461,49.154
-11.131,48.898
-11.450,53.010
-11.995,52.483
-12.685,52.088
-13.238,51.752
-13.617,52.724
-14.042,52.756
-14.715,52.716
-15.364,52.131
-15.498,48.932
-15.917,50.332
-16.669,49.483
-17.141,50.431
-17.412,50.591
-17.966,51.115
-18.642,50.816
-19.154,51.047
-19.417,54.102
-19.993,54.862
-20.671,54.135
-21.198,54.357
-21.526,54.755
-22.032,55.093
-22.654,54.395
-23.236,54.573
-22.948,52.755
-23.666,53.787
-24.458,53.640
-25.141,54.491
-25.171,53.794
-25.821,54.607
-26.578,55.657
-27.250,55.367
-27.638,58.431
-28.207,59.223
-28.910,58.203
-29.563,58.210
-29.838,59.738
-30.346,59.572
-31.229,59.594
-31.672,59.742
0.341,53.242
-0.077,53.650
-0.823,52.738
-1.290,52.616
-1.712,53.181
-2.111,53.397
-2.880,52.399
-3.323,52.704
-3.618,55.447
-4.090,55.484
-4.787,54.137
-5.178,54.372
-5.697,55.649
-6.102,54.865
-6.786,54.366
-7.198,54.134
-6.929,52.625
-7.670,53.462
-8.393,53.750
-9.072,54.395
-9.115,54.042
-9.775,54.812
-10.450,54.522
-11.029,55.228
-11.390,58.172
-11.915,57.527
-12.607,58.013
-13.118,57.338
-13.460,58.598
-14.043,57.944
-14.661,57.552
-15.147,57.607
-15.229,55.334
-15.865,55.912
-16.518,55.820
-17.114,56.600
-17.369,55.584
-17.975,56.310
-18.431,56.596
-19.022,56.721
-19.230,60.402
-19.850,60.202
-20.619,59.680
-21.160,60.246
-21.454,60.552
-21.868,60.669
-22.517,60.363
-23.119,59.767
-22.982,58.338
-23.525,59.018
-24.488,60.132
-24.898,59.749
-25.191,59.852
-25.806,60.528
-26.660,60.704
-27.064,61.185
-27.398,64.615
-28.025,64.560
-28.819,64.985
-29.413,63.708
-29.734,65.351
-30.223,65.526
-31.096,65.498
-31.555,64.891
0.820,61.618
0.332,62.219
-0.340,60.901
-0.806,61.415
-1.340,61.914
-1.739,61.440
-2.429,60.679
-2.884,61.063
-3.241,63.344
-3.615,63.339
-4.362,62.419
-4.778,62.282
-5.253,63.107
-5.660,63.148
-6.311,62.678
-6.806,62.315
-6.695,62.836
-7.177,63.456
-7.945,63.552
-8.531,62.846
-8.883,62.761
-9.357,63.679
-10.032,63.736
-10.588,63.249
-11.041,66.943
-11.581,66.731
-12.258,66.646
-12.591,66.451
-13.058,67.240
-13.590,66.422
-14.255,66.201
-14.777,65.825
-14.863,65.214
